name,rating,ctype,highly_rated,critically_rated
Silver Touch Technologies,3.0,IT Services & Consulting,"Promotions, Salary, Company Culture",
Shiprocket Private Limited,3.4,Internet,"Promotions, Job Security, Work Satisfaction",
Bmm Ispat,3.9,Iron & Steel,"Job Security, Work Life Balance, Skill Development",Promotions
Aculife Healthcare,2.9,Pharma,"Promotions, Company Culture, Work Satisfaction",
Pole To Win,3.2,Gaming,"Promotions, Job Security, Salary",
Spice Money,4.1,FinTech,"Company Culture, Work Life Balance, Skill Development",
Ensono,4.1,IT Services & Consulting,"Company Culture, Work Life Balance, Salary",
Nowfloats Technologies,3.6,Software Product,"Promotions, Job Security, Work Satisfaction",
Capital Trust,3.3,NBFC,"Job Security, Company Culture, Work Satisfaction",
Uniparts Group,3.6,Industrial Machinery,"Promotions, Company Culture, Job Security",
MyMoneyMantra,3.1,Internet,"Promotions, Job Security, Salary",
Imarticus Learning,4.0,EdTech,"Salary, Company Culture, Work Life Balance",
Secure Value,3.3,IT Services & Consulting,"Promotions, Job Security, Salary",
Medica Superspecialty Hospital,3.8,Healthcare,"Promotions, Salary",
Nidec Corporation,3.6,Electronics Manufacturing,"Promotions, Skill Development",
Franchise India Brands,2.9,Marketing & Advertising,"Job Security, Company Culture, Promotions",
Metrochem Api,3.1,Pharma,"Promotions, Salary, Company Culture",
CogentHubCX.AI,3.2,BPO,"Promotions, Company Culture, Job Security",
Tagros Chemicals,3.6,Agro Chemicals,"Promotions, Company Culture, Job Security",
Astra Microwave Products,3.9,Defence & Aerospace,"Job Security, Work Life Balance, Skill Development","Salary, Promotions"
India Nippon Electricals,3.8,Electrical Equipment,"Job Security, Skill Development",Promotions
myGate,2.9,Law Enforcement & Security,"Job Security, Work Life Balance, Work Satisfaction",
Novartis Healthcare,4.1,Pharma,"Work Life Balance, Company Culture, Salary",Promotions
Oberoi Realty,4.3,Real Estate,"Work Life Balance, Company Culture, Salary",
National Bulk Handling Corporation,4.1,Agriculture,"Company Culture, Work Life Balance, Work Satisfaction",
Group Bayport,4.2,Printing & Publishing,"Job Security, Salary, Company Culture",
Pon Pure Chemical,3.5,Chemicals,"Promotions, Salary, Company Culture",
ArisGlobal,2.8,IT Services & Consulting,"Job Security, Company Culture, Promotions",
Zealous Services,2.7,Design,"Salary, Job Security, Promotions",
Aizant Drug Research Solutions,3.9,Clinical Research,"Work Life Balance, Skill Development, Company Culture","Promotions, Salary"
Qwik Supply Chain,3.9,Mumbai +142 other locations,"Work Life Balance, Skill Development",Promotions
Odessa,3.6,Software Product,Company Culture,"Skill Development, Work Satisfaction, Promotions"
Samsonite,4.0,Retail,"Work Life Balance, Company Culture, Work Satisfaction",Promotions
Dodsal Engineering & Construction,4.5,Engineering & Construction,"Work Satisfaction, Skill Development, Company Culture",
SirionLabs,3.8,Software Product,"Salary, Company Culture, Work Life Balance",
TCL,4.1,Consumer Electronics & Appliances,"Company Culture, Work Life Balance, Skill Development",Promotions
Aka Logistics,3.2,Logistics,"Promotions, Company Culture, Work Satisfaction",
Venus Remedies,4.2,Pharma,"Company Culture, Work Satisfaction, Salary",
Shyam Sel & Power,3.7,Electronics Manufacturing,Promotions,
Roca Bathroom Products,3.7,Building Material,"Promotions, Work Satisfaction, Company Culture",
Havmor Ice Cream,4.1,Food Processing,"Work Life Balance, Company Culture, Work Satisfaction",
Saama Technologies,3.6,IT Services & Consulting,"Promotions, Job Security, Work Satisfaction",
Rama Medical College Hospital & Research Centre,3.8,Healthcare,Work Life Balance,Job Security
TTK Healthcare,4.1,Medical Equipment,"Company Culture, Work Life Balance, Job Security",Promotions
Magus Customer Dialog,3.7,BPO,"Promotions, Salary, Work Life Balance",
Essar Group,3.7,Engineering & Construction,Work Life Balance,"Promotions, Work Satisfaction, Skill Development"
Aramex,3.2,Logistics,"Promotions, Work Satisfaction, Company Culture",
Spoton Logistics,4.4,Logistics,"Company Culture, Work Life Balance, Job Security",
Bangalore International Airport,4.3,Aviation,"Job Security, Company Culture, Work Life Balance",
The Belgian Waffle co,4.5,Hospitality,"Company Culture, Work Life Balance, Work Satisfaction",
ANR Software Private Limited,4.0,IT Services & Consulting,"Job Security, Skill Development, Company Culture",
DataMetica,3.2,IT Services & Consulting,"Work Life Balance, Promotions, Company Culture",
Owens Corning,3.6,Building Material,Job Security,"Promotions, Work Satisfaction, Salary"
Aliens Group,3.9,Real Estate,"Skill Development, Salary, Company Culture",
Universal Corporation,3.7,Consumer Electronics & Appliances,"Promotions, Company Culture, Work Satisfaction",
Apex Laboratories,3.9,Pharma,"Job Security, Work Life Balance","Salary, Promotions, Skill Development"
Motilal Oswal Private Wealth Management,4.5,Financial Services,"Skill Development, Company Culture, Work Life Balance",
P.D. Hinduja National Hospital and Medical Research Centre,3.8,Healthcare,"Work Life Balance, Job Security",Promotions
PC Jewellers,3.7,Metals & Mining,Job Security,"Promotions, Salary"
Samsung SDS,3.0,IT Services & Consulting,"Skill Development, Company Culture, Work Satisfaction",
Agro Tech Foods,4.0,FMCG,"Company Culture, Work Life Balance, Job Security",Promotions
Bonace Engineers,4.0,Recruitment,"Work Life Balance, Salary, Company Culture","Promotions, Job Security"
Sagar Cements,4.3,Building Material,"Job Security, Company Culture, Work Life Balance",
Recpdcl.ltd,4.0,Facility Management Services,"Work Life Balance, Work Satisfaction","Job Security, Promotions"
Win Medicare,4.1,Pharma,"Work Life Balance, Company Culture, Work Satisfaction",
Ashiana Housing,4.0,Real Estate,"Job Security, Skill Development, Company Culture",
Buhler,3.8,Industrial Machinery,Work Life Balance,"Promotions, Salary"
Black Knight,3.5,IT Services & Consulting,"Promotions, Company Culture, Work Life Balance",
Viva Composite Panel,4.5,Building Material,"Company Culture, Work Life Balance, Work Satisfaction",
Gujarat Ambuja Exports,3.4,Agro Chemicals,"Promotions, Salary, Company Culture",
HealthKart,3.8,Internet,Work Life Balance,Promotions
SMFG India Home Finance Co,3.7,NBFC,Salary,"Promotions, Company Culture, Work Satisfaction"
ITC Limited - Paperboards Specialty Papers Division,3.9,Packaging,"Job Security, Skill Development, Company Culture",Promotions
Virchow Biotech,3.4,Pharma,"Promotions, Job Security, Salary",
Himatsingka Seide,3.5,Fashion & Textile,"Promotions, Company Culture, Work Satisfaction",
CES,3.3,IT Services & Consulting,"Promotions, Job Security, Skill Development",
Indus Net Technologies,3.1,IT Services & Consulting,"Job Security, Promotions, Company Culture",
Bajaj Auto Credit,3.9,NBFC,"Skill Development, Company Culture, Work Life Balance",Promotions
Schoolnet India,3.9,EdTech,"Company Culture, Work Life Balance, Work Satisfaction","Promotions, Salary"
Indian Space Research Organisation,4.6,Defence & Aerospace,"Company Culture, Work Life Balance, Work Satisfaction",
SHARE Microfin,4.1,Financial Services,"Company Culture, Work Life Balance, Work Satisfaction",
Onsitego,3.7,Internet,"Job Security, Promotions, Company Culture",
CMA CGM Global Business Services,4.0,Ports & Shipping,"Job Security, Work Life Balance",Promotions
Accelya Solutions India Limited,3.4,IT Services & Consulting,"Promotions, Skill Development, Work Satisfaction",
Motherhood Hospital,3.7,Healthcare,"Promotions, Salary, Company Culture",
Global Indian International School,4.2,Education & Training,"Job Security, Work Satisfaction, Skill Development",
Acadecraft,3.7,EdTech,,
STUDDS Accessories Limited,4.0,Auto Components,"Salary, Company Culture, Work Satisfaction",
Fortis Escorts Hospital,4.3,Healthcare,"Skill Development, Company Culture, Work Life Balance",
Al Turki Enterprises,3.5,Oil & Gas,"Promotions, Salary, Company Culture",
Gravita,4.4,Metals & Mining,"Work Life Balance, Job Security, Company Culture",
Invensis Technologies,3.5,BPO,"Promotions, Salary, Company Culture",
V-Xpress,3.9,Logistics,"Work Life Balance, Salary",Promotions
Indigo Paints,3.8,Chemicals,Salary,"Skill Development, Work Satisfaction, Job Security"
Mahindra Last Mile Mobility,3.7,Automobile,"Promotions, Company Culture, Work Satisfaction",
Core Integra Consulting Services,3.4,Recruitment,"Promotions, Salary, Skill Development",
V-Xpress,3.9,Logistics,"Work Life Balance, Salary",Promotions
Core Integra Consulting Services,3.4,Recruitment,"Promotions, Salary, Skill Development",
Daimler Truck,3.6,Automobile,"Work Life Balance, Job Security","Promotions, Work Satisfaction, Skill Development"
ICFAI University,3.6,Education & Training,"Promotions, Skill Development, Work Satisfaction",
Oda Class,2.9,EdTech,"Work Life Balance, Job Security, Promotions",
Indiafilings,4.0,Internet,"Skill Development, Work Life Balance, Work Satisfaction",
Venkateshwara Hatcheries,3.8,Food Processing,"Job Security, Work Life Balance","Promotions, Salary"
RDC Concrete (India),4.0,Real Estate,"Skill Development, Company Culture, Job Security",
GRT Jewellers,4.0,Jewellery,"Job Security, Salary, Company Culture",
BPTP,4.2,Real Estate,"Work Life Balance, Company Culture, Work Satisfaction",
Eversendai,3.6,Engineering & Construction,"Promotions, Company Culture, Work Life Balance",
Hexagon Nutrition,4.1,Food Processing,"Company Culture, Work Life Balance, Work Satisfaction",
HYT Engineering Company Pvt Ltd,3.2,Industrial Machinery,"Job Security, Promotions, Company Culture",
Piramal Swasthya,4.1,Hyderabad +62 other locations,"Work Life Balance, Company Culture, Work Satisfaction","Promotions, Job Security"
V-bazaar Retail,4.0,Retail,Work Life Balance,Promotions
Gtpl Hathway,3.9,Broadcasting,"Work Life Balance, Job Security",Promotions
Enphase Energy,2.6,Power,"Company Culture, Work Life Balance, Work Satisfaction",
PowerSchool India,3.3,Software Product,"Job Security, Promotions, Work Satisfaction",
M Baazar,3.9,Retail,"Work Life Balance, Job Security","Salary, Promotions"
Raptakos Brett and Company,3.4,Pharma,"Promotions, Skill Development, Company Culture",
M Baazar,3.9,Retail,"Work Life Balance, Job Security","Salary, Promotions"
PowerSchool India,3.3,Software Product,"Job Security, Promotions, Work Satisfaction",
Penna Cement Industries,4.1,Building Material,"Job Security, Work Life Balance, Work Satisfaction","Promotions, Salary"
Bses Yamuna Power,3.8,Power,"Work Life Balance, Job Security","Promotions, Salary, Skill Development"
Uplers,3.6,Internet,"Promotions, Job Security, Work Satisfaction",
RCM,4.2,Retail,"Company Culture, Work Life Balance, Work Satisfaction",
Indian Overseas Bank,3.3,Banking,Job Security,"Company Culture, Work Life Balance, Work Satisfaction"
Manhattan Associates,3.4,IT Services & Consulting,Job Security,"Work Satisfaction, Promotions, Skill Development"
American Axle & Manufacturing,4.3,Auto Components,"Company Culture, Work Life Balance, Job Security",Promotions
Munjal Showa,3.2,Auto Components,"Promotions, Skill Development, Company Culture",
Larsen & Toubro Group,4.1,Engineering & Construction,"Job Security, Skill Development, Work Satisfaction",
Kailash Hospital,3.9,Healthcare,"Work Life Balance, Work Satisfaction, Job Security",Promotions
MAYORA,3.9,FMCG,Salary,"Work Satisfaction, Job Security, Promotions"
Pearson Education India,3.9,Education & Training,"Work Life Balance, Company Culture, Salary",Promotions
Merck,4.0,Pharma,"Work Life Balance, Company Culture, Job Security",Promotions
Stanley Black & Decker,3.6,Industrial Machinery,Work Life Balance,"Promotions, Job Security, Work Satisfaction"
Kanpur Fertilizers & Chemicals,3.6,Agro Chemicals,"Promotions, Job Security, Salary",
ABC Consultants,3.9,Recruitment,"Work Life Balance, Job Security, Company Culture",
Workcell Solutions,3.6,Pharma,"Promotions, Job Security, Work Satisfaction",
Greet Technologies,2.6,BPO,"Promotions, Salary, Company Culture",
PGP Glass,4.0,Packaging,"Job Security, Work Life Balance, Salary",Promotions
ClearTax,3.0,IT Services & Consulting,"Job Security, Promotions, Work Satisfaction",
Sunstone,3.7,Education & Training,"Promotions, Job Security",
Welspun Flooring,3.8,Building Material,Skill Development,Promotions
Etech Global Services,3.6,BPO,Job Security,"Promotions, Skill Development, Work Satisfaction"
GE Vernova T&D India,4.2,Power,"Company Culture, Work Life Balance, Work Satisfaction",Promotions
Flyjac Logistics,4.1,Logistics,"Job Security, Company Culture, Work Life Balance",
Starbucks,4.1,Hospitality,"Job Security, Company Culture, Skill Development",Promotions
Copeland,3.9,Electronics Manufacturing,"Work Life Balance, Company Culture, Job Security","Promotions, Skill Development"
Bank of Maharashtra,3.2,Banking,Job Security,"Work Life Balance, Work Satisfaction, Company Culture"
Azentio,3.2,Software Product,"Promotions, Job Security, Skill Development",
Aeries Technology,3.2,IT Services & Consulting,"Job Security, Promotions, Skill Development",
Gold Plus Glass,3.4,Other,"Company Culture, Promotions, Work Life Balance",
Hanon Systems,4.0,Auto Components,"Company Culture, Work Life Balance, Work Satisfaction","Promotions, Salary"
Unilever Global,3.6,FMCG,"Promotions, Work Satisfaction",
VRB Consumer Products Private Limited,4.1,FMCG,"Salary, Work Life Balance, Company Culture",
SKH Y-TEC,3.9,Auto Components,"Job Security, Skill Development, Salary",Promotions
MRF Vapocure Paints,4.0,Chemicals,"Work Life Balance, Work Satisfaction, Skill Development",Promotions
Broadcom,3.2,Semiconductors,Salary,"Job Security, Promotions, Company Culture"
Karvy DigiKonnect,3.2,Financial Services,"Salary, Job Security, Promotions",
Cheil India,2.9,Marketing & Advertising,"Promotions, Skill Development, Company Culture",
Hike Education Private Limited,4.3,EdTech,"Company Culture, Skill Development, Work Satisfaction",
Connectwise India,3.4,IT Services & Consulting,"Promotions, Work Satisfaction, Job Security",
eNoah iSolution,3.8,IT Services & Consulting,Promotions,
Tekion,2.9,Software Product,"Job Security, Work Life Balance, Promotions",
Mintifi,3.5,Financial Services,Salary,"Work Satisfaction, Job Security, Promotions"
Hindustan Foods,3.6,FMCG,"Promotions, Company Culture, Work Satisfaction",
Christian Medical College,4.1,Education & Training,"Skill Development, Work Satisfaction, Company Culture",
Balaji Wafers,4.4,FMCG,"Work Life Balance, Company Culture, Work Satisfaction",
Nyati Group,4.1,Real Estate,"Job Security, Salary, Company Culture",
Mindlance,3.6,Recruitment,"Promotions, Company Culture, Work Satisfaction",
Dixit Infotech Services,3.6,IT Services & Consulting,"Promotions, Job Security, Work Satisfaction",
National Fertilizers,4.4,Agro Chemicals,"Job Security, Work Life Balance, Company Culture",
Jubilant Biosys,3.6,Biotechnology,"Promotions, Company Culture, Work Satisfaction",
Mettler-Toledo,3.6,Electrical Equipment,"Promotions, Salary, Work Satisfaction",
Ess Kay Fincorp,4.2,NBFC,"Company Culture, Work Satisfaction, Job Security",
Wonderla Holidays,4.5,Media & Entertainment,"Company Culture, Work Life Balance, Work Satisfaction",
Tirumala Milk Products,4.2,Food Processing,"Company Culture, Work Life Balance, Skill Development",
Bharat Aluminium Company (BALCO),4.0,Metals & Mining,"Salary, Job Security, Skill Development",Promotions
UCAL Fuel Systems,3.9,Auto Components,"Promotions, Salary, Company Culture",
